1,RESIDENTIAL
2,REFURBISHMENT
3,HOSPITALITY
5,HEALTHCARE
6,PUBLIC
7,SPORTS
8,LANDSCAPE
9,COMMERCIAL
11,EDUCATIONAL
10,MUSEUM
12,NFT
4,INTERIOR
13,OFFICE
14,FURNITURE
15,INDUSTRIAL
16,CHURCH
